time,epoch,batch,loss,batch_time,
2020/05/20 02:17:47,0,0,1128.368896,3.145051,
2020/05/20 02:17:49,0,1,1130.634399,1.975347,
2020/05/20 02:17:51,0,2,1127.016357,1.954842,
2020/05/20 02:17:53,0,3,1113.540161,1.927839,
2020/05/20 02:17:55,0,4,1134.322266,1.926838,
2020/05/20 02:17:57,0,5,1125.714966,1.937340,
2020/05/20 02:17:59,0,6,1119.589355,1.867827,
2020/05/20 02:18:01,0,7,1111.785767,1.866327,
2020/05/20 02:18:03,0,8,1100.254883,1.875829,
2020/05/20 02:18:04,0,9,1094.934692,1.857326,
2020/05/20 02:18:06,0,10,1103.688599,1.818319,
2020/05/20 02:18:08,0,11,1097.238770,1.819319,
2020/05/20 02:18:10,0,12,1111.185425,1.815318,
2020/05/20 02:18:12,0,13,1090.784180,1.868827,
2020/05/20 02:18:14,0,14,1090.213867,1.806817,
2020/05/20 02:18:15,0,15,1083.745483,1.825320,
2020/05/20 02:18:17,0,16,1082.268311,1.821319,
2020/05/20 02:18:19,0,17,1085.626953,1.818318,
2020/05/20 02:18:21,0,18,1071.002075,1.836321,
2020/05/20 02:18:23,0,19,1072.619751,1.817818,
2020/05/20 02:18:24,0,20,1056.235962,1.805816,
2020/05/20 02:18:26,0,21,1060.038208,1.827820,
2020/05/20 02:18:28,0,22,1058.734741,1.808317,
2020/05/20 02:18:30,0,23,1055.875122,1.838822,
2020/05/20 02:18:32,0,24,1036.526489,1.804316,
2020/05/20 02:18:34,0,25,1060.349121,1.803315,
2020/05/20 02:18:35,0,26,1059.234863,1.821819,
2020/05/20 02:18:37,0,27,1048.479736,1.822819,
2020/05/20 02:18:39,0,28,1039.730225,1.850824,
2020/05/20 02:18:41,0,29,1040.268921,1.837321,
2020/05/20 02:18:43,0,30,1031.377319,1.803816,
2020/05/20 02:18:45,0,31,1023.271729,1.834321,
2020/05/20 02:18:46,0,32,1033.669434,1.817818,
2020/05/20 02:18:48,0,33,1011.656067,1.831320,
2020/05/20 02:18:50,0,34,1022.565125,1.844823,
2020/05/20 02:18:52,0,35,1008.011963,1.862827,
2020/05/20 02:18:54,0,36,1000.785950,1.878829,
2020/05/20 02:18:56,0,37,998.202576,1.839823,
2020/05/20 02:18:57,0,38,1013.485840,1.838822,
2020/05/20 02:18:59,0,39,982.152283,1.821819,
2020/05/20 02:19:01,0,40,981.504700,1.818319,
2020/05/20 02:19:03,0,41,974.373962,1.845823,
2020/05/20 02:19:05,0,42,974.758484,1.809317,
2020/05/20 02:19:07,0,43,990.189392,1.801816,
2020/05/20 02:19:08,0,44,940.510071,1.823819,
2020/05/20 02:19:10,0,45,935.840271,1.809317,
2020/05/20 02:19:12,0,46,940.911804,1.835320,
2020/05/20 02:19:14,0,47,923.820312,1.818819,
2020/05/20 02:19:16,0,48,920.686401,1.802816,
2020/05/20 02:19:17,0,49,943.477783,1.830321,
2020/05/20 02:19:19,0,50,924.158081,1.815318,
2020/05/20 02:19:21,0,51,907.307983,1.823319,
2020/05/20 02:19:23,0,52,920.641235,1.815318,
2020/05/20 02:19:25,0,53,898.582275,1.798315,
2020/05/20 02:19:27,0,54,898.234558,1.825320,
2020/05/20 02:19:28,0,55,877.232117,1.809317,
2020/05/20 02:19:30,0,56,889.132751,1.813317,
2020/05/20 02:19:32,0,57,864.125793,1.824820,
2020/05/20 02:19:34,0,58,862.607788,1.801816,
2020/05/20 02:19:36,0,59,851.891907,1.849324,
2020/05/20 02:19:37,0,60,867.570984,1.831321,
2020/05/20 02:19:39,0,61,836.782104,1.811817,
2020/05/20 02:19:41,0,62,825.170837,1.820819,
2020/05/20 02:19:43,0,63,804.223755,1.807317,
2020/05/20 02:19:45,0,64,817.642822,1.843322,
2020/05/20 02:19:47,0,65,784.116516,1.824820,
2020/05/20 02:19:48,0,66,785.767517,1.803817,
2020/05/20 02:19:50,0,67,785.523254,1.840322,
2020/05/20 02:19:52,0,68,770.716064,1.806816,
2020/05/20 02:19:54,0,69,759.504761,1.833321,
2020/05/20 02:19:56,0,70,727.124512,1.832821,
2020/05/20 02:19:58,0,71,751.246887,1.814318,
2020/05/20 02:19:59,0,72,769.428101,1.893831,
2020/05/20 02:20:01,0,73,737.573120,1.844323,
2020/05/20 02:20:03,0,74,717.833618,1.872328,
2020/05/20 02:20:05,0,75,716.790161,1.825320,
2020/05/20 02:20:07,0,76,699.854492,1.832821,
2020/05/20 02:20:09,0,77,665.395935,1.831321,
2020/05/20 02:20:10,0,78,677.867188,1.815318,
2020/05/20 02:20:12,0,79,663.974854,1.812817,
2020/05/20 02:20:14,0,80,684.205627,1.891830,
2020/05/20 02:20:16,0,81,630.532837,1.826320,
2020/05/20 02:20:18,0,82,620.154663,2.016353,
2020/05/20 02:20:20,0,83,639.746643,1.872328,
2020/05/20 02:20:22,0,84,631.988647,1.812817,
2020/05/20 02:20:24,0,85,600.929443,1.857325,
2020/05/20 02:20:25,0,86,604.934998,1.831321,
2020/05/20 02:20:27,0,87,570.323975,1.851825,
2020/05/20 02:20:29,0,88,578.838623,1.874829,
2020/05/20 02:20:31,0,89,571.634094,1.872828,
2020/05/20 02:20:33,0,90,531.165466,1.878829,
2020/05/20 02:20:35,0,91,566.871155,1.874328,
2020/05/20 02:20:37,0,92,540.080933,1.852324,
2020/05/20 02:20:38,0,93,521.460876,1.868827,
2020/05/20 02:20:40,0,94,530.081909,1.829820,
2020/05/20 02:20:42,0,95,531.161804,1.844324,
2020/05/20 02:20:44,0,96,544.525269,1.830820,
2020/05/20 02:20:46,0,97,518.420227,1.806316,
2020/05/20 02:20:48,0,98,486.303375,1.819819,
2020/05/20 02:20:49,0,99,475.460632,1.838822,
2020/05/20 02:20:51,0,100,448.544006,1.884830,
2020/05/20 02:20:53,0,101,465.361877,1.839822,
2020/05/20 02:20:55,0,102,451.469025,1.884330,
2020/05/20 02:20:57,0,103,467.593262,1.895332,
2020/05/20 02:20:59,0,104,429.958466,1.898333,
2020/05/20 02:21:01,0,105,426.288727,1.834321,
2020/05/20 02:21:03,0,106,406.391174,1.856825,
2020/05/20 02:21:04,0,107,431.146454,1.928837,
2020/05/20 02:21:06,0,108,441.869965,1.845823,
2020/05/20 02:21:08,0,109,394.803131,1.854825,
2020/05/20 02:21:10,0,110,425.404846,1.805316,
2020/05/20 02:21:12,0,111,400.501404,1.823319,
2020/05/20 02:21:14,0,112,384.089935,1.805316,
2020/05/20 02:21:15,0,113,383.462616,1.799315,
2020/05/20 02:21:17,0,114,371.897125,1.828320,
2020/05/20 02:21:19,0,115,368.182190,1.808317,
2020/05/20 02:21:21,0,116,359.334015,1.832820,
2020/05/20 02:21:23,0,117,375.827209,1.817818,
2020/05/20 02:21:25,0,118,356.705627,1.922336,
2020/05/20 02:21:27,0,119,363.902161,1.874329,
2020/05/20 02:21:28,0,120,349.068115,1.814318,
2020/05/20 02:21:30,0,121,366.861633,1.838322,
2020/05/20 02:21:32,0,122,347.225952,1.823820,
2020/05/20 02:21:34,0,123,339.719849,1.794814,
2020/05/20 02:21:36,0,124,329.337372,1.828820,
2020/05/20 02:21:37,0,125,303.517059,1.819319,
2020/05/20 02:21:39,0,126,329.229980,1.898333,
2020/05/20 02:21:41,0,127,300.298004,1.846823,
2020/05/20 02:21:43,0,128,308.845856,1.807316,
2020/05/20 02:21:45,0,129,310.641724,1.873327,
2020/05/20 02:21:47,0,130,295.057648,1.832321,
2020/05/20 02:21:49,0,131,336.410034,1.850324,
2020/05/20 02:21:51,0,132,287.648376,1.973846,
2020/05/20 02:21:52,0,133,287.762360,1.883830,
2020/05/20 02:21:54,0,134,297.239136,1.873828,
2020/05/20 02:21:56,0,135,282.809021,1.887830,
2020/05/20 02:21:58,0,136,292.252167,1.807817,
2020/05/20 02:22:00,0,137,266.832581,1.913835,
2020/05/20 02:22:02,0,138,291.961853,1.926837,
2020/05/20 02:22:04,0,139,279.362946,1.836321,
2020/05/20 02:22:06,0,140,301.531158,1.871828,
2020/05/20 02:22:07,0,141,260.086884,1.854825,
2020/05/20 02:22:09,0,142,269.620239,1.862327,
2020/05/20 02:22:11,0,143,264.282715,1.924838,
2020/05/20 02:22:13,0,144,275.015961,1.862326,
2020/05/20 02:22:15,0,145,265.351288,1.900833,
2020/05/20 02:22:17,0,146,252.554260,1.817818,
2020/05/20 02:22:19,0,147,258.449066,1.842324,
2020/05/20 02:22:20,0,148,252.488190,1.826820,
2020/05/20 02:22:22,0,149,240.290497,1.810816,
2020/05/20 02:22:24,0,150,239.055054,1.850824,
2020/05/20 02:22:26,0,151,232.806076,1.879329,
2020/05/20 02:22:28,0,152,230.915237,1.821819,
2020/05/20 02:22:30,0,153,242.951172,1.836822,
2020/05/20 02:22:32,0,154,208.335358,1.902334,
2020/05/20 02:22:33,0,155,238.802414,1.823320,
2020/05/20 02:22:35,0,156,227.832077,1.838822,
2020/05/20 02:22:37,0,157,238.270966,1.806316,
2020/05/20 02:22:39,0,158,236.989410,1.821319,
2020/05/20 02:22:41,0,159,221.770706,1.817318,
2020/05/20 02:22:42,0,160,222.364014,1.810817,
2020/05/20 02:22:44,0,161,232.929321,1.814317,
2020/05/20 02:22:46,0,162,225.695663,1.816818,
2020/05/20 02:22:48,0,163,236.953949,1.821319,
2020/05/20 02:22:50,0,164,220.621643,1.810817,
2020/05/20 02:22:52,0,165,222.323807,1.801816,
2020/05/20 02:22:53,0,166,221.383850,1.826820,
2020/05/20 02:22:55,0,167,210.759506,1.804316,
2020/05/20 02:22:57,0,168,206.792191,1.827320,
2020/05/20 02:22:59,0,169,215.178543,1.806316,
2020/05/20 02:23:01,0,170,205.731903,1.818318,
2020/05/20 02:23:03,0,171,205.648132,1.869327,
2020/05/20 02:23:04,0,172,214.595444,1.869327,
2020/05/20 02:23:06,0,173,209.879257,1.917836,
2020/05/20 02:23:08,0,174,212.928909,1.918836,
2020/05/20 02:23:10,0,175,201.732513,1.828320,
2020/05/20 02:23:12,0,176,215.196701,1.911834,
2020/05/20 02:23:14,0,177,209.056244,1.898332,
2020/05/20 02:23:16,0,178,200.673721,2.004351,
